Respondent ID,Collector ID,Do you use GitHub?,,,Do you implement GitHub in the classroom?,,,How familiar are you with GitHub?,,,,,How likely is it that you would recommend GitHub to a friend or colleague?,What courses do you typically teach?,,,,,,,,,,,,,,,,,,,,,,,Do you use any sort of version control system in your classes?,,,Do you use GitHub Classroom?,,What version control systems do you use in your course(s)? Select all that apply,,,,Which of the following Git features do you use in your courses?,,,,,,,,Which of the following GitHub features do you use in your courses? (Select all that apply),,,,,,,,,,,,,,Do students in your course(s) use GitHub to provide each other with feedback on assignments?,,Do you use GitHub to provide students in your course(s) with feedback on assignments?,,How long have you been using GitHub?,,,,,,How long have you been implementing GitHub in your course(s)?,,,,,,"In the future, will you continue to implement GitHub in the classroom?",,,"In the future, will you implement GitHub in the classroom?",,,How easy or difficult was it to implement GitHub in the classroom?,,,,,How familiar were you with GitHub before implementing it in the classroom?,,,,,Which programming language(s) do you teach? (Select all that apply),,,,,,,,,,,,,What grade(s) or year(s) do you typically teach?,,,,,,,,,,,Have you taught your courses online within the last year?,,,Will you teach your courses online within the next 6 months?,,,Do your students need to set up and run any kind of virtual environment for their coursework?,,How do you ask students to set up and run virtual machines?,,,Which cloud service do you have students use? (Select all that apply),,,,,,,To what extent did you adjust your course(s) to be taught online?,,,,,"When it comes to teaching online, which of the following represent your top challenges?",,,,,,,,Which tools are you using for synchronous communication? (Select all that apply),,,,,,,,,,Which of the following integrated development environments (IDEs) do students typically use in your courses? Select all that apply,,,,,,,,,,,,,,,,,"Do you ever write code in a browser (e.g., Codeanywhere, Repl.it)?",,How familiar are you with each of the following in-browser integrated development environments (IDEs)?,,,,,,,,,,,,,,,,,,,,,,,,,"When coding, how often do you use each of the following in-browser integrated development environments (IDEs)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gender,,,
,,"Yes, I currently use GitHub","No, but I used to use GitHub","No, and I have never used GitHub","Yes, I implement GitHub in the classroom","No, but I would like to implement GitHub in the classroom","No, and I would not like to implement GitHub in the classroom",Not at all familiar,Slightly familiar,Moderately familiar,Very familiar,Extremely familiar,Response,Algorithms,AP Computer Science - A,AP Computer Science - Principles,Architecture and Organization,Artificial Intelligence,Computer Science I,Computer Science II,Cryptography,Data Structures,Graphics and Visualization,Human-Computer Interaction,Machine Learning,Networking and Communication,Operating Systems,Parallel and Distributed Computing,Platform-based Development,Programming Languages,Security,Software Development Fundamentals,Software Engineering,Systems Architecture,Web development,Other (removed data for privacy),Yes,"No, but I would like to","No, and I would not like to",Yes,No,Git,Mercurial,Subversion,Other (data removed for privacy),Commits,Branches,Adding a remote,Push / Pull,Resolving merge conflicts,Rebase,Git-cherry-pick,Other (data removed for privacy),Actions,Branches,Discussions,Forks,Gists,GitHub pages,Insights,Issues,Labels,Packages,Projects,Pull requests,README.md,Stars,Yes,No,Yes,No,Less than a month,1 - 6 months,6 months - 1 year,1 year - 3 years,3 years - 5 years,More than 5 years,Less than a month,1 - 6 months,6 months - 1 year,1 year - 3 years,3 years - 5 years,More than 5 years,Yes,No,Maybe,Yes,No,Maybe,Very easy,Easy,Neither easy nor difficult,Difficult,Very difficult,Not at all familiar,Slightly familiar,Moderately familiar,Very familiar,Extremely familiar,JavaScript,HTML,CSS,SQL,Java,Bash/Shell,Python,R,C#,PHP,C++,C,Other (data removed for privacy),High school freshmen,High school sophomores,High school juniors,High school seniors,College freshmen,College sophomores,College juniors,College seniors,Graduate level students,Non-traditional students,Other (data removed for privacy),Yes,No,I have not taught any courses within the last year,Yes,No,I will not teach any courses within the next 6 months,Yes,No,Locally,On a remote server,In the cloud,Amazon Web Services,Google Developer Cloud,IBM Cloud,Microsoft Azure,Oracle,Salesforce,Other (data removed for privacy),None at all,A little,A moderate amount,A lot,A great deal,Individualized instruction,Monitoring student progress,Student attendance,Student engagement,Student access to devices and tools,Student access to internet,Technical difficulties,I did not experience any challenges teaching online,Amazon Chime,Big Blue Button,BlueJeans,FlipGrid,GoToMeeting,Google Hangouts,Microsoft Teams,Slack,Zoom,Other (data removed for privacy),Android Studio,Atom,Eclipse,Emacs,IntelliJ,IPython / Jupyter,NetBeans,Notepad++,PHPStorm,PyCharm,RStudio,Sublime Text,Vim,Visual Studio,Visual Studio Code,XCode,Other (data removed for privacy),Yes,No,Codeanywhere - Not at all familiar (I have never heard of it),Codeanywhere - Slightly familiar (I have heard of it),Codeanywhere - Familiar (I can use it with some help),Codeanywhere - Very familiar (I can use it with little help),Codeanywhere - Extremely familiar (I could teach others how to use it),Codepen - Not at all familiar (I have never heard of it),Codepen - Slightly familiar (I have heard of it),Codepen - Familiar (I can use it with some help),Codepen - Very familiar (I can use it with little help),Codepen - Extremely familiar (I could teach others how to use it),Codesandbox - Not at all familiar (I have never heard of it),Codesandbox - Slightly familiar (I have heard of it),Codesandbox - Familiar (I can use it with some help),Codesandbox - Very familiar (I can use it with little help),Codesandbox - Extremely familiar (I could teach others how to use it),Glitch - Not at all familiar (I have never heard of it),Glitch - Slightly familiar (I have heard of it),Glitch - Familiar (I can use it with some help),Glitch - Very familiar (I can use it with little help),Glitch - Extremely familiar (I could teach others how to use it),Repl.it - Not at all familiar (I have never heard of it),Repl.it - Slightly familiar (I have heard of it),Repl.it - Familiar (I can use it with some help),Repl.it - Very familiar (I can use it with little help),Repl.it - Extremely familiar (I could teach others how to use it),Codeanywhere - Never (0% of the time),Codeanywhere - Rarely (1 - 19% of the time),Codeanywhere - Sometimes (20 - 49% of the time),Codeanywhere - Often (50 - 74% of the time),Codeanywhere - Frequently (75 - 99% of the time),Codeanywhere - Always (100% of the time),Codepen - Never (0% of the time),Codepen - Rarely (1 - 19% of the time),Codepen - Sometimes (20 - 49% of the time),Codepen - Often (50 - 74% of the time),Codepen - Frequently (75 - 99% of the time),Codepen - Always (100% of the time),Codesandbox - Never (0% of the time),Codesandbox - Rarely (1 - 19% of the time),Codesandbox - Sometimes (20 - 49% of the time),Codesandbox - Often (50 - 74% of the time),Codesandbox - Frequently (75 - 99% of the time),Codesandbox - Always (100% of the time),Glitch - Never (0% of the time),Glitch - Rarely (1 - 19% of the time),Glitch - Sometimes (20 - 49% of the time),Glitch - Often (50 - 74% of the time),Glitch - Frequently (75 - 99% of the time),Glitch - Always (100% of the time),Repl.it - Never (0% of the time),Repl.it - Rarely (1 - 19% of the time),Repl.it - Sometimes (20 - 49% of the time),Repl.it - Often (50 - 74% of the time),Repl.it - Frequently (75 - 99% of the time),Repl.it - Always (100% of the time),Female,Male,Non-binary,Prefer to self-describe (data removed for privacy)
12017357402,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,Very familiar,,9,Algorithms,,,,,Computer Science I,,,,,,,,,,,Programming Languages,,Software Development Fundamentals,Software Engineering,,Web development,,Yes,,,Yes,,Git,,,,Commits,Branches,,,,,,,,,,Forks,Gists,GitHub pages,,Issues,,,,,README.md,,,No,,No,,,,,,More than 5 years,,1 - 6 months,,,,,Yes,,,,,,,Easy,,,,,,Moderately familiar,,,JavaScript,HTML,CSS,SQL,Java,,Python,,,,C++,C,,High school freshmen,,High school juniors,High school seniors,College freshmen,,College juniors,College seniors,,,,,No,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Android Studio,,Eclipse,,,IPython / Jupyter,NetBeans,Notepad++,,,,Sublime Text,Vim,,Visual Studio Code,,,Yes,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,,,Very familiar (I can use it with little help),,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,,Sometimes (20 - 49% of the time),,,,,Male,,
12008341336,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,Very familiar,,10,,,,,,,,,,,,,,,,,Programming Languages,,,,,,,Yes,,,,No,Git,,,,Commits,Branches,Adding a remote,Push / Pull,Resolving merge conflicts,,,,,Branches,,Forks,Gists,GitHub pages,,Issues,,,,,README.md,,Yes,,Yes,,,,,,,More than 5 years,,,,,3 years - 5 years,,Yes,,,,,,,,,Difficult,,,,,Very familiar,,,,,,,,,,C#,,,,,,,,,,,,,Graduate level students,Non-traditional students,,Yes,,,Yes,,,,No,,,,,,,,,,,None at all,,,,,,Monitoring student progress,,Student engagement,,,Technical difficulties,,,,,,,Google Hangouts,,,Zoom,,,,,,,,,,,,,,,Visual Studio,Visual Studio Code,,,Yes,,Not at all familiar (I have never heard of it),,,,,,Slightly familiar (I have heard of it),,,,Not at all familiar (I have never heard of it),,,,,,Slightly familiar (I have heard of it),,,,,,,Very familiar (I can use it with little help),,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,,,,Frequently (75 - 99% of the time),,,Male,,
12006520393,264148737,"Yes, I currently use GitHub",,,,"No, but I would like to implement GitHub in the classroom",,,,,,Extremely familiar,9,,,,,,Computer Science I,,,,,,,,,,,Programming Languages,,,,,,,,"No, but I would like to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 5 years,,,,,,,,,,,,Maybe,,,,,,,,,,,,,,,Java,,,,,,,,,,,,,College freshmen,College sophomores,,,,,,Yes,,,Yes,,,,No,,,,,,,,,,,,,,A lot,,,Monitoring student progress,,Student engagement,,,,,,,,,,,,Slack,Zoom,,,,,,IntelliJ,,,,,,,Sublime Text,,,Visual Studio Code,,,Yes,,,Slightly familiar (I have heard of it),,,,,,,Very familiar (I can use it with little help),,,Slightly familiar (I have heard of it),,,,,Slightly familiar (I have heard of it),,,,,,,Very familiar (I can use it with little help),,Never (0% of the time),,,,,,,,Sometimes (20 - 49% of the time),,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,,Sometimes (20 - 49% of the time),,,,,Male,,
12003077052,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,Moderately familiar,,,10,,,,,,,,,,,,,,,,,Programming Languages,Security,,,,Web development,,Yes,,,Yes,,Git,,,,Commits,,Adding a remote,Push / Pull,,,,,,Branches,Discussions,Forks,Gists,GitHub pages,,Issues,Labels,,,Pull requests,README.md,,Yes,,Yes,,,,,,,More than 5 years,,,,1 year - 3 years,,,Yes,,,,,,Very easy,,,,,,,Moderately familiar,,,JavaScript,HTML,CSS,SQL,,,Python,,,PHP,,,,,,,,,,,,Graduate level students,,,,No,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sublime Text,,,Visual Studio Code,,,Yes,,,Slightly familiar (I have heard of it),,,,,,Familiar (I can use it with some help),,,,Slightly familiar (I have heard of it),,,,,Slightly familiar (I have heard of it),,,,,Slightly familiar (I have heard of it),,,,,Rarely (1 - 19% of the time),,,,,,Rarely (1 - 19% of the time),,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,Male,,
11997375831,264148737,"Yes, I currently use GitHub",,,,,"No, and I would not like to implement GitHub in the classroom",,,Moderately familiar,,,10,,,,,,Computer Science I,,,,,,,,,,,,,,,,,,,"No, but I would like to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than 5 years,,,,,,,,,,,,Maybe,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,College freshmen,,,College seniors,,,,Yes,,,Yes,,,,No,,,,,,,,,,,,,A moderate amount,,,,,,Student engagement,Student access to devices and tools,,,,,,,,,,Microsoft Teams,,,,,,,,,,,,,,,,,,Visual Studio Code,,,,No,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,Slightly familiar (I have heard of it),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,
11994476617,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,Very familiar,,10,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,Git,,,,Commits,,Adding a remote,Push / Pull,Resolving merge conflicts,,,,,,,,,GitHub pages,,,,,,,README.md,,,No,,No,,,,,3 years - 5 years,,,1 - 6 months,,,,,Yes,,,,,,,Easy,,,,,Slightly familiar,,,,,,,,,,,,,,,C,,,,,,,,College juniors,,,,,Yes,,,Yes,,,,No,,,,,,,,,,,,,,,A great deal,,,,,,,,I did not experience any challenges teaching online,,,,,,,,Slack,Zoom,,,,,,,,,,,,,,,,Visual Studio Code,,,Yes,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,,,Very familiar (I can use it with little help),,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,,,Often (50 - 74% of the time),,,,Male,,
11994161772,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,,Extremely familiar,9,Algorithms,,,,,,,,,,,,,,Parallel and Distributed Computing,,,,,,,Web development,,Yes,,,Yes,,Git,,,,Commits,,,Push / Pull,Resolving merge conflicts,,,,,,,,,,,Issues,Labels,,,,README.md,,,No,,No,,,,,,More than 5 years,,,6 months - 1 year,,,,Yes,,,,,,,Easy,,,,,,,Very familiar,,JavaScript,HTML,CSS,,Java,,,,,,C++,C,,,,,,,,,,Graduate level students,,,Yes,,,Yes,,,,No,,,,,,,,,,,,A little,,,,,,,Student engagement,,,,,,,,,,,,,,,,,Eclipse,,,,,Notepad++,,,,,,,Visual Studio Code,,,,No,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,Slightly familiar (I have heard of it),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,
11993672391,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,Very familiar,,10,Algorithms,,,,,,,,Data Structures,,,,,,Parallel and Distributed Computing,,,,,,,,,Yes,,,Yes,,Git,,,,Commits,Branches,Adding a remote,Push / Pull,,,,,,,,,,,,,,,,,README.md,,,No,Yes,,,,,,,More than 5 years,,,6 months - 1 year,,,,Yes,,,,,,,,,Difficult,,,,,Very familiar,,JavaScript,HTML,CSS,SQL,,,Python,,,,C++,C,,,,,,,,,,Graduate level students,,,Yes,,,Yes,,,Yes,,Locally,,,,,,,,,,,,,A lot,,,,,,Student access to devices and tools,,Technical difficulties,,,,,,,,,,,,,,,,,IPython / Jupyter,,,,PyCharm,,,,,Visual Studio Code,,,Yes,,,Slightly familiar (I have heard of it),,,,,,Familiar (I can use it with some help),,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,,,,Extremely familiar (I could teach others how to use it),Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,Never (0% of the time),,,,,,,,,Often (50 - 74% of the time),,,,Male,,
11992973240,264148737,"Yes, I currently use GitHub",,,"Yes, I implement GitHub in the classroom",,,,,,Very familiar,,9,,,,,Artificial Intelligence,,,,,,,,,,,,,,,,,,,Yes,,,,No,Git,,,,Commits,,,Push / Pull,,,,,,,,,Gists,,,Issues,Labels,,,,README.md,,,No,Yes,,,,,,,More than 5 years,,,,,,More than 5 years,Yes,,,,,,,,Neither easy nor difficult,,,,Slightly familiar,,,,,,,,,,,,C#,,,,,,,,,,College sophomores,College juniors,College seniors,,,,Yes,,,Yes,,,,No,,,,,,,,,,,None at all,,,,,Individualized instruction,,,,Student access to devices and tools,Student access to internet,,,,,,,,Google Hangouts,,Slack,Zoom,,,,,,,,,,,,,,,Visual Studio,Visual Studio Code,,,,No,Not at all familiar (I have never heard of it),,,,,,Slightly familiar (I have heard of it),,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,Not at all familiar (I have never heard of it),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,,
